cell_K,cell_lambda,seed,window,strategy,p_at_50,alpha,beta,gamma,delta
50,3.0,118,5,offline,0.54,0.9,0.7,0.0,0.3
50,3.0,119,5,fixed,0.52,0.7,0.5,0.1,0.2
50,3.0,119,5,online,0.46,0.5,0.5,0.1,0.3
50,3.0,119,5,offline,0.5,0.9,0.7,0.0,0.3
50,3.0,120,5,fixed,0.6,0.7,0.5,0.1,0.2
50,3.0,120,5,online,0.66,0.5,0.5,0.1,0.3
50,3.0,120,5,offline,0.64,0.9,0.7,0.0,0.3
50,3.0,121,5,fixed,0.42,0.7,0.5,0.1,0.2
50,3.0,121,5,online,0.44,0.5,0.5,0.1,0.3
50,3.0,121,5,offline,0.42,0.9,0.7,0.0,0.3
50,3.0,122,5,fixed,0.52,0.7,0.5,0.1,0.2
50,3.0,122,5,online,0.6,0.5,0.5,0.1,0.3
50,3.0,122,5,offline,0.6,0.9,0.7,0.0,0.3
50,3.0,123,5,fixed,0.62,0.7,0.5,0.1,0.2
50,3.0,123,5,online,0.62,0.5,0.5,0.1,0.3
50,3.0,123,5,offline,0.64,0.9,0.7,0.0,0.3
50,3.0,124,5,fixed,0.4,0.7,0.5,0.1,0.2
50,3.0,124,5,online,0.48,0.5,0.5,0.1,0.3
50,3.0,124,5,offline,0.42,0.9,0.7,0.0,0.3
50,3.0,125,5,fixed,0.48,0.7,0.5,0.1,0.2
50,3.0,125,5,online,0.52,0.5,0.5,0.1,0.3
50,3.0,125,5,offline,0.48,0.9,0.7,0.0,0.3
50,3.0,126,5,fixed,0.48,0.7,0.5,0.1,0.2
50,3.0,126,5,online,0.58,0.5,0.5,0.1,0.3
50,3.0,126,5,offline,0.52,0.9,0.7,0.0,0.3
50,3.0,127,5,fixed,0.6,0.7,0.5,0.1,0.2
50,3.0,127,5,online,0.68,0.5,0.5,0.1,0.3
50,3.0,127,5,offline,0.66,0.9,0.7,0.0,0.3
50,3.0,128,5,fixed,0.52,0.7,0.5,0.1,0.2
50,3.0,128,5,online,0.62,0.5,0.5,0.1,0.3
50,3.0,128,5,offline,0.58,0.9,0.7,0.0,0.3
50,3.0,129,5,fixed,0.56,0.7,0.5,0.1,0.2
50,3.0,129,5,online,0.66,0.5,0.5,0.1,0.3
50,3.0,129,5,offline,0.6,0.9,0.7,0.0,0.3
50,3.0,105,6,fixed,0.54,0.7,0.5,0.1,0.2
50,3.0,105,6,online,0.58,0.9,0.7,0.0,0.3
50,3.0,105,6,offline,0.6,0.7,0.5,0.0,0.3
50,3.0,106,6,fixed,0.56,0.7,0.5,0.1,0.2
50,3.0,106,6,online,0.54,0.9,0.7,0.0,0.3
50,3.0,106,6,offline,0.56,0.7,0.5,0.0,0.3
50,3.0,107,6,fixed,0.46,0.7,0.5,0.1,0.2
50,3.0,107,6,online,0.46,0.9,0.7,0.0,0.3
50,3.0,107,6,offline,0.46,0.7,0.5,0.0,0.3
50,3.0,108,6,fixed,0.6,0.7,0.5,0.1,0.2
50,3.0,108,6,online,0.64,0.9,0.7,0.0,0.3
50,3.0,108,6,offline,0.6,0.7,0.5,0.0,0.3
50,3.0,109,6,fixed,0.52,0.7,0.5,0.1,0.2
50,3.0,109,6,online,0.54,0.9,0.7,0.0,0.3
50,3.0,109,6,offline,0.54,0.7,0.5,0.0,0.3
50,3.0,110,6,fixed,0.56,0.7,0.5,0.1,0.2
50,3.0,110,6,online,0.56,0.9,0.7,0.0,0.3
50,3.0,110,6,offline,0.56,0.7,0.5,0.0,0.3
50,3.0,111,6,fixed,0.38,0.7,0.5,0.1,0.2
50,3.0,111,6,online,0.4,0.9,0.7,0.0,0.3
50,3.0,111,6,offline,0.42,0.7,0.5,0.0,0.3
50,3.0,112,6,fixed,0.5,0.7,0.5,0.1,0.2
50,3.0,112,6,online,0.48,0.9,0.7,0.0,0.3
50,3.0,112,6,offline,0.5,0.7,0.5,0.0,0.3
50,3.0,113,6,fixed,0.48,0.7,0.5,0.1,0.2
50,3.0,113,6,online,0.48,0.9,0.7,0.0,0.3
50,3.0,113,6,offline,0.48,0.7,0.5,0.0,0.3
50,3.0,114,6,fixed,0.5,0.7,0.5,0.1,0.2
50,3.0,114,6,online,0.5,0.9,0.7,0.0,0.3
50,3.0,114,6,offline,0.54,0.7,0.5,0.0,0.3
50,3.0,115,6,fixed,0.5,0.7,0.5,0.1,0.2
50,3.0,115,6,online,0.48,0.9,0.7,0.0,0.3
50,3.0,115,6,offline,0.5,0.7,0.5,0.0,0.3
50,3.0,116,6,fixed,0.46,0.7,0.5,0.1,0.2
50,3.0,116,6,online,0.48,0.9,0.7,0.0,0.3
50,3.0,116,6,offline,0.44,0.7,0.5,0.0,0.3
50,3.0,117,6,fixed,0.46,0.7,0.5,0.1,0.2
50,3.0,117,6,online,0.48,0.9,0.7,0.0,0.3
50,3.0,117,6,offline,0.46,0.7,0.5,0.0,0.3
50,3.0,118,6,fixed,0.42,0.7,0.5,0.1,0.2
50,3.0,118,6,online,0.46,0.9,0.7,0.0,0.3
50,3.0,118,6,offline,0.46,0.7,0.5,0.0,0.3
50,3.0,119,6,fixed,0.32,0.7,0.5,0.1,0.2
50,3.0,119,6,online,0.32,0.9,0.7,0.0,0.3
50,3.0,119,6,offline,0.34,0.7,0.5,0.0,0.3
50,3.0,120,6,fixed,0.58,0.7,0.5,0.1,0.2
50,3.0,120,6,online,0.62,0.9,0.7,0.0,0.3
50,3.0,120,6,offline,0.6,0.7,0.5,0.0,0.3
50,3.0,121,6,fixed,0.52,0.7,0.5,0.1,0.2
50,3.0,121,6,online,0.5,0.9,0.7,0.0,0.3
50,3.0,121,6,offline,0.52,0.7,0.5,0.0,0.3
50,3.0,122,6,fixed,0.66,0.7,0.5,0.1,0.2
50,3.0,122,6,online,0.7,0.9,0.7,0.0,0.3
50,3.0,122,6,offline,0.68,0.7,0.5,0.0,0.3
50,3.0,123,6,fixed,0.42,0.7,0.5,0.1,0.2
50,3.0,123,6,online,0.4,0.9,0.7,0.0,0.3
50,3.0,123,6,offline,0.4,0.7,0.5,0.0,0.3
50,3.0,124,6,fixed,0.64,0.7,0.5,0.1,0.2
50,3.0,124,6,online,0.62,0.9,0.7,0.0,0.3
50,3.0,124,6,offline,0.66,0.7,0.5,0.0,0.3
50,3.0,125,6,fixed,0.38,0.7,0.5,0.1,0.2
50,3.0,125,6,online,0.38,0.9,0.7,0.0,0.3
50,3.0,125,6,offline,0.42,0.7,0.5,0.0,0.3
50,3.0,126,6,fixed,0.54,0.7,0.5,0.1,0.2
50,3.0,126,6,online,0.48,0.9,0.7,0.0,0.3
50,3.0,126,6,offline,0.54,0.7,0.5,0.0,0.3
50,3.0,127,6,fixed,0.46,0.7,0.5,0.1,0.2
50,3.0,127,6,online,0.46,0.9,0.7,0.0,0.3
50,3.0,127,6,offline,0.5,0.7,0.5,0.0,0.3
50,3.0,128,6,fixed,0.52,0.7,0.5,0.1,0.2
50,3.0,128,6,online,0.58,0.9,0.7,0.0,0.3
50,3.0,128,6,offline,0.52,0.7,0.5,0.0,0.3
50,3.0,129,6,fixed,0.5,0.7,0.5,0.1,0.2
50,3.0,129,6,online,0.52,0.9,0.7,0.0,0.3
50,3.0,129,6,offline,0.5,0.7,0.5,0.0,0.3
100,3.0,105,1,fixed,0.62,0.7,0.5,0.1,0.2
100,3.0,105,1,online,0.62,0.7,0.5,0.1,0.2
100,3.0,105,1,offline,0.62,0.7,0.5,0.1,0.2
100,3.0,106,1,fixed,0.64,0.7,0.5,0.1,0.2
100,3.0,106,1,online,0.64,0.7,0.5,0.1,0.2
100,3.0,106,1,offline,0.64,0.7,0.5,0.1,0.2
100,3.0,107,1,fixed,0.66,0.7,0.5,0.1,0.2
100,3.0,107,1,online,0.66,0.7,0.5,0.1,0.2
100,3.0,107,1,offline,0.66,0.7,0.5,0.1,0.2
100,3.0,108,1,fixed,0.5,0.7,0.5,0.1,0.2
100,3.0,108,1,online,0.5,0.7,0.5,0.1,0.2
100,3.0,108,1,offline,0.5,0.7,0.5,0.1,0.2
100,3.0,109,1,fixed,0.66,0.7,0.5,0.1,0.2
100,3.0,109,1,online,0.66,0.7,0.5,0.1,0.2
100,3.0,109,1,offline,0.66,0.7,0.5,0.1,0.2
100,3.0,110,1,fixed,0.56,0.7,0.5,0.1,0.2
100,3.0,110,1,online,0.56,0.7,0.5,0.1,0.2
100,3.0,110,1,offline,0.56,0.7,0.5,0.1,0.2
100,3.0,111,1,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,111,1,online,0.58,0.7,0.5,0.1,0.2
100,3.0,111,1,offline,0.58,0.7,0.5,0.1,0.2
100,3.0,112,1,fixed,0.62,0.7,0.5,0.1,0.2
100,3.0,112,1,online,0.62,0.7,0.5,0.1,0.2
100,3.0,112,1,offline,0.62,0.7,0.5,0.1,0.2
100,3.0,113,1,fixed,0.66,0.7,0.5,0.1,0.2
100,3.0,113,1,online,0.66,0.7,0.5,0.1,0.2
100,3.0,113,1,offline,0.66,0.7,0.5,0.1,0.2
100,3.0,114,1,fixed,0.46,0.7,0.5,0.1,0.2
100,3.0,114,1,online,0.46,0.7,0.5,0.1,0.2
100,3.0,114,1,offline,0.46,0.7,0.5,0.1,0.2
100,3.0,115,1,fixed,0.6,0.7,0.5,0.1,0.2
100,3.0,115,1,online,0.6,0.7,0.5,0.1,0.2
100,3.0,115,1,offline,0.6,0.7,0.5,0.1,0.2
100,3.0,116,1,fixed,0.6,0.7,0.5,0.1,0.2
100,3.0,116,1,online,0.6,0.7,0.5,0.1,0.2
100,3.0,116,1,offline,0.6,0.7,0.5,0.1,0.2
100,3.0,117,1,fixed,0.64,0.7,0.5,0.1,0.2
100,3.0,117,1,online,0.64,0.7,0.5,0.1,0.2
100,3.0,117,1,offline,0.64,0.7,0.5,0.1,0.2
100,3.0,118,1,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,118,1,online,0.52,0.7,0.5,0.1,0.2
100,3.0,118,1,offline,0.52,0.7,0.5,0.1,0.2
100,3.0,119,1,fixed,0.7,0.7,0.5,0.1,0.2
100,3.0,119,1,online,0.7,0.7,0.5,0.1,0.2
100,3.0,119,1,offline,0.7,0.7,0.5,0.1,0.2
100,3.0,120,1,fixed,0.66,0.7,0.5,0.1,0.2
100,3.0,120,1,online,0.66,0.7,0.5,0.1,0.2
100,3.0,120,1,offline,0.66,0.7,0.5,0.1,0.2
100,3.0,121,1,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,121,1,online,0.52,0.7,0.5,0.1,0.2
100,3.0,121,1,offline,0.52,0.7,0.5,0.1,0.2
100,3.0,122,1,fixed,0.46,0.7,0.5,0.1,0.2
100,3.0,122,1,online,0.46,0.7,0.5,0.1,0.2
100,3.0,122,1,offline,0.46,0.7,0.5,0.1,0.2
100,3.0,123,1,fixed,0.64,0.7,0.5,0.1,0.2
100,3.0,123,1,online,0.64,0.7,0.5,0.1,0.2
100,3.0,123,1,offline,0.64,0.7,0.5,0.1,0.2
100,3.0,124,1,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,124,1,online,0.58,0.7,0.5,0.1,0.2
100,3.0,124,1,offline,0.58,0.7,0.5,0.1,0.2
100,3.0,125,1,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,125,1,online,0.58,0.7,0.5,0.1,0.2
100,3.0,125,1,offline,0.58,0.7,0.5,0.1,0.2
100,3.0,126,1,fixed,0.6,0.7,0.5,0.1,0.2
100,3.0,126,1,online,0.6,0.7,0.5,0.1,0.2
100,3.0,126,1,offline,0.6,0.7,0.5,0.1,0.2
100,3.0,127,1,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,127,1,online,0.52,0.7,0.5,0.1,0.2
100,3.0,127,1,offline,0.52,0.7,0.5,0.1,0.2
100,3.0,128,1,fixed,0.72,0.7,0.5,0.1,0.2
100,3.0,128,1,online,0.72,0.7,0.5,0.1,0.2
100,3.0,128,1,offline,0.72,0.7,0.5,0.1,0.2
100,3.0,129,1,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,129,1,online,0.58,0.7,0.5,0.1,0.2
100,3.0,129,1,offline,0.58,0.7,0.5,0.1,0.2
100,3.0,105,2,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,105,2,online,0.56,0.5,0.7,0.0,0.2
100,3.0,105,2,offline,0.68,0.5,0.5,0.0,0.3
100,3.0,106,2,fixed,0.64,0.7,0.5,0.1,0.2
100,3.0,106,2,online,0.76,0.5,0.7,0.0,0.2
100,3.0,106,2,offline,0.8,0.5,0.5,0.0,0.3
100,3.0,107,2,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,107,2,online,0.52,0.5,0.7,0.0,0.2
100,3.0,107,2,offline,0.62,0.5,0.5,0.0,0.3
100,3.0,108,2,fixed,0.48,0.7,0.5,0.1,0.2
100,3.0,108,2,online,0.6,0.5,0.7,0.0,0.2
100,3.0,108,2,offline,0.68,0.5,0.5,0.0,0.3
100,3.0,109,2,fixed,0.5,0.7,0.5,0.1,0.2
100,3.0,109,2,online,0.48,0.5,0.7,0.0,0.2
100,3.0,109,2,offline,0.64,0.5,0.5,0.0,0.3
100,3.0,110,2,fixed,0.56,0.7,0.5,0.1,0.2
100,3.0,110,2,online,0.64,0.5,0.7,0.0,0.2
100,3.0,110,2,offline,0.68,0.5,0.5,0.0,0.3
100,3.0,111,2,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,111,2,online,0.6,0.5,0.7,0.0,0.2
100,3.0,111,2,offline,0.7,0.5,0.5,0.0,0.3
100,3.0,112,2,fixed,0.64,0.7,0.5,0.1,0.2
100,3.0,112,2,online,0.64,0.5,0.7,0.0,0.2
100,3.0,112,2,offline,0.74,0.5,0.5,0.0,0.3
100,3.0,113,2,fixed,0.46,0.7,0.5,0.1,0.2
100,3.0,113,2,online,0.5,0.5,0.7,0.0,0.2
100,3.0,113,2,offline,0.62,0.5,0.5,0.0,0.3
100,3.0,114,2,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,114,2,online,0.58,0.5,0.7,0.0,0.2
100,3.0,114,2,offline,0.68,0.5,0.5,0.0,0.3
100,3.0,115,2,fixed,0.5,0.7,0.5,0.1,0.2
100,3.0,115,2,online,0.52,0.5,0.7,0.0,0.2
100,3.0,115,2,offline,0.66,0.5,0.5,0.0,0.3
100,3.0,116,2,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,116,2,online,0.48,0.5,0.7,0.0,0.2
100,3.0,116,2,offline,0.6,0.5,0.5,0.0,0.3
100,3.0,117,2,fixed,0.44,0.7,0.5,0.1,0.2
100,3.0,117,2,online,0.58,0.5,0.7,0.0,0.2
100,3.0,117,2,offline,0.6,0.5,0.5,0.0,0.3
100,3.0,118,2,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,118,2,online,0.52,0.5,0.7,0.0,0.2
100,3.0,118,2,offline,0.66,0.5,0.5,0.0,0.3
100,3.0,119,2,fixed,0.62,0.7,0.5,0.1,0.2
100,3.0,119,2,online,0.6,0.5,0.7,0.0,0.2
100,3.0,119,2,offline,0.68,0.5,0.5,0.0,0.3
100,3.0,120,2,fixed,0.5,0.7,0.5,0.1,0.2
100,3.0,120,2,online,0.44,0.5,0.7,0.0,0.2
100,3.0,120,2,offline,0.62,0.5,0.5,0.0,0.3
100,3.0,121,2,fixed,0.64,0.7,0.5,0.1,0.2
100,3.0,121,2,online,0.62,0.5,0.7,0.0,0.2
100,3.0,121,2,offline,0.76,0.5,0.5,0.0,0.3
100,3.0,122,2,fixed,0.48,0.7,0.5,0.1,0.2
100,3.0,122,2,online,0.56,0.5,0.7,0.0,0.2
100,3.0,122,2,offline,0.66,0.5,0.5,0.0,0.3
100,3.0,123,2,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,123,2,online,0.42,0.5,0.7,0.0,0.2
100,3.0,123,2,offline,0.54,0.5,0.5,0.0,0.3
100,3.0,124,2,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,124,2,online,0.5,0.5,0.7,0.0,0.2
100,3.0,124,2,offline,0.72,0.5,0.5,0.0,0.3
100,3.0,125,2,fixed,0.54,0.7,0.5,0.1,0.2
100,3.0,125,2,online,0.54,0.5,0.7,0.0,0.2
100,3.0,125,2,offline,0.64,0.5,0.5,0.0,0.3
100,3.0,126,2,fixed,0.56,0.7,0.5,0.1,0.2
100,3.0,126,2,online,0.58,0.5,0.7,0.0,0.2
100,3.0,126,2,offline,0.62,0.5,0.5,0.0,0.3
100,3.0,127,2,fixed,0.62,0.7,0.5,0.1,0.2
100,3.0,127,2,online,0.56,0.5,0.7,0.0,0.2
100,3.0,127,2,offline,0.74,0.5,0.5,0.0,0.3
100,3.0,128,2,fixed,0.54,0.7,0.5,0.1,0.2
100,3.0,128,2,online,0.54,0.5,0.7,0.0,0.2
100,3.0,128,2,offline,0.64,0.5,0.5,0.0,0.3
100,3.0,129,2,fixed,0.6,0.7,0.5,0.1,0.2
100,3.0,129,2,online,0.54,0.5,0.7,0.0,0.2
100,3.0,129,2,offline,0.68,0.5,0.5,0.0,0.3
100,3.0,105,3,fixed,0.54,0.7,0.5,0.1,0.2
100,3.0,105,3,online,0.54,0.5,0.5,0.0,0.3
100,3.0,105,3,offline,0.56,0.7,0.5,0.0,0.3
100,3.0,106,3,fixed,0.5,0.7,0.5,0.1,0.2
100,3.0,106,3,online,0.58,0.5,0.5,0.0,0.3
100,3.0,106,3,offline,0.6,0.7,0.5,0.0,0.3
100,3.0,107,3,fixed,0.48,0.7,0.5,0.1,0.2
100,3.0,107,3,online,0.52,0.5,0.5,0.0,0.3
100,3.0,107,3,offline,0.52,0.7,0.5,0.0,0.3
100,3.0,108,3,fixed,0.56,0.7,0.5,0.1,0.2
100,3.0,108,3,online,0.62,0.5,0.5,0.0,0.3
100,3.0,108,3,offline,0.54,0.7,0.5,0.0,0.3
100,3.0,109,3,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,109,3,online,0.56,0.5,0.5,0.0,0.3
100,3.0,109,3,offline,0.56,0.7,0.5,0.0,0.3
100,3.0,110,3,fixed,0.54,0.7,0.5,0.1,0.2
100,3.0,110,3,online,0.56,0.5,0.5,0.0,0.3
100,3.0,110,3,offline,0.54,0.7,0.5,0.0,0.3
100,3.0,111,3,fixed,0.48,0.7,0.5,0.1,0.2
100,3.0,111,3,online,0.58,0.5,0.5,0.0,0.3
100,3.0,111,3,offline,0.5,0.7,0.5,0.0,0.3
100,3.0,112,3,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,112,3,online,0.68,0.5,0.5,0.0,0.3
100,3.0,112,3,offline,0.5,0.7,0.5,0.0,0.3
100,3.0,113,3,fixed,0.38,0.7,0.5,0.1,0.2
100,3.0,113,3,online,0.4,0.5,0.5,0.0,0.3
100,3.0,113,3,offline,0.4,0.7,0.5,0.0,0.3
100,3.0,114,3,fixed,0.6,0.7,0.5,0.1,0.2
100,3.0,114,3,online,0.66,0.5,0.5,0.0,0.3
100,3.0,114,3,offline,0.6,0.7,0.5,0.0,0.3
100,3.0,115,3,fixed,0.44,0.7,0.5,0.1,0.2
100,3.0,115,3,online,0.46,0.5,0.5,0.0,0.3
100,3.0,115,3,offline,0.46,0.7,0.5,0.0,0.3
100,3.0,116,3,fixed,0.6,0.7,0.5,0.1,0.2
100,3.0,116,3,online,0.7,0.5,0.5,0.0,0.3
100,3.0,116,3,offline,0.6,0.7,0.5,0.0,0.3
100,3.0,117,3,fixed,0.46,0.7,0.5,0.1,0.2
100,3.0,117,3,online,0.46,0.5,0.5,0.0,0.3
100,3.0,117,3,offline,0.46,0.7,0.5,0.0,0.3
100,3.0,118,3,fixed,0.48,0.7,0.5,0.1,0.2
100,3.0,118,3,online,0.54,0.5,0.5,0.0,0.3
100,3.0,118,3,offline,0.5,0.7,0.5,0.0,0.3
100,3.0,119,3,fixed,0.5,0.7,0.5,0.1,0.2
100,3.0,119,3,online,0.52,0.5,0.5,0.0,0.3
100,3.0,119,3,offline,0.52,0.7,0.5,0.0,0.3
100,3.0,120,3,fixed,0.46,0.7,0.5,0.1,0.2
100,3.0,120,3,online,0.4,0.5,0.5,0.0,0.3
100,3.0,120,3,offline,0.48,0.7,0.5,0.0,0.3
100,3.0,121,3,fixed,0.52,0.7,0.5,0.1,0.2
100,3.0,121,3,online,0.46,0.5,0.5,0.0,0.3
100,3.0,121,3,offline,0.52,0.7,0.5,0.0,0.3
100,3.0,122,3,fixed,0.5,0.7,0.5,0.1,0.2
100,3.0,122,3,online,0.56,0.5,0.5,0.0,0.3
100,3.0,122,3,offline,0.52,0.7,0.5,0.0,0.3
100,3.0,123,3,fixed,0.66,0.7,0.5,0.1,0.2
100,3.0,123,3,online,0.58,0.5,0.5,0.0,0.3
100,3.0,123,3,offline,0.68,0.7,0.5,0.0,0.3
100,3.0,124,3,fixed,0.44,0.7,0.5,0.1,0.2
100,3.0,124,3,online,0.42,0.5,0.5,0.0,0.3
100,3.0,124,3,offline,0.44,0.7,0.5,0.0,0.3
100,3.0,125,3,fixed,0.58,0.7,0.5,0.1,0.2
100,3.0,125,3,online,0.62,0.5,0.5,0.0,0.3
100,3.0,125,3,offline,0.58,0.7,0.5,0.0,0.3
100,3.0,126,3,fixed,0.44,0.7,0.5,0.1,0.2
100,3.0,126,3,online,0.54,0.5,0.5,0.0,0.3
100,3.0,126,3,offline,0.52,0.7,0.5,0.0,0.3
100,3.0,127,3,fixed,0.66,0.7,0.5,0.1,0.2
100,3.0,127,3,online,0.64,0.5,0.5,0.0,0.3
100,3.0,127,3,offline,0.64,0.7,0.5,0.0,0.3
100,3.0,128,3,fixed,0.46,0.7,0.5,0.1,0.2
100,3.0,128,3,online,0.52,0.5,0.5,0.0,0.3
100,3.0,128,3,offline,0.48,0.7,0.5,0.0,0.3
100,3.0,129,3,fixed,0.6,0.7,0.5,0.1,0.2
100,3.0,129,3,online,0.56,0.5,0.5,0.0,0.3
100,3.0,129,3,offline,0.56,0.7,0.5,0.0,0.3
100,3.0,105,4,fixed,0.36,0.7,0.5,0.1,0.2
100,3.0,105,4,online,0.34,0.7,0.5,0.0,0.3
100,3.0,105,4,offline,0.34,0.7,0.5,0.0,0.3
100,3.0,106,4,fixed,0.34,0.7,0.5,0.1,0.2
